genome_name	genome	taxonomy	K03639	K20967	K03637	K03635	K21142	K03831	K03638	K15376	K03750	K07141	K13818	K03752	K03636	K21232	K04487	K21028	K11996	K21029	K21147	K15631	K20625	K08356	K08351	K16964	K07306	K10700	K22341	K22516	K22015	K05299	K00123	K08348	K18558	K00201	K02567	K00367	K00370	K00372	K03934	K18361	K08352	K23302	K24713	K17050	K21307	K17219	K07812	K07811	K08357	K07309	K07147	K10534	K05301	K00387	K17225	K03738	K11389	K19515	K00157	K09842	K12528	K03520	K11817	K22417	K04108	K24716	K16877	K19187	K18020	K19820	K20171	K07303	K07469	K20447	K20448	K13482	K00106	K11177	K00087	K18030	K02588	K02586	K02591	K22896	K22897	K22898	K22899	K00531	K02587	K02592	K02585	K00947	K15790	K02018	K02017	K02020	K15496	K15497	K15495	K05773	K06857	K05772
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfococcus_oleovorans_Hxd3	GCA_000018405.1	Proteobacteria	1.9e-118		9.5e-78		2.2e-08	2.8e-10	9e-60		4e-118			1.6e-51	1.2e-12		1.5e-171			1.4999999999999998e-54			9e-297						5.6e-246			1.3e-148		4.9e-61									1.2e-125	1.7999999999999999e-264	0.0													1.5e-203	2.0000000000000002e-212																																					3.4e-64		1.1e-46	1.1000000000000001e-97	2.4e-110	1e-99	1.1e-75		1.5e-116
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_phosphitoxidans_FiPS_3	GCA_000350545.1	Proteobacteria	3.8e-17		2.4e-85		1.3e-08	3.4e-09	1.5e-65		5e-127	2.2e-43		3.5999999999999997e-40	3.8e-07		5.8000000000000006e-161			1.1e-66							6.299999999999999e-106		5.900000000000001e-248	9.699999999999999e-54		4.7e-145		7.6e-64					8.700000000000001e-266				1.0000000000000001e-124	7.7e-242														5.5e-135	1.6e-202	3.6e-262																					8.1e-235													6.9999999999999995e-115		9.300000000000001e-97	3.2e-96	7.3e-82	3.4e-97	2.8e-105	8.2e-104	6.7e-83	5.8000000000000005e-77	3.9e-14
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_propionicus_DSM_2032	GCA_000186885.1	Proteobacteria	2.8e-15		3.5000000000000003e-85		1.2e-10	1.4e-12			7.5e-17	2.4999999999999996e-52			3.6e-08		3.7e-172			7.7e-49	4.9e-24											5.2000000000000004e-110					1.3e-281						1.9e-218								0.0							1.1e-115					2.0000000000000004e-248												0.0						2.5e-221		0.0	0.0	0.0						4.1e-183	5e-180	9.3e-171			2.9999999999999998e-90	1.4e-103	1.6e-71				9.3e-88	1.6e-85	1.3e-113
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_sulfexigens_DSM_10523	GCA_000341395.1	Proteobacteria	1.4e-11		3.6e-80		8.7e-08	2.4e-09			2.1e-17	1.4000000000000001e-59		7.2e-41	8.2e-09		1.2e-169			7.7e-55									9.6e-249	3.7e-53							2.7999999999999997e-284						5.6e-158															1.5e-151																	4.6e-288						4.4999999999999995e-285		0.0	0.0	0.0						1.1e-176	3.6000000000000003e-177	2.3000000000000002e-58			2.7e-84		8.700000000000001e-70				5.5e-84	1.4e-79	1.7e-116
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_psychrophila_LSv54	GCA_000025945.1	Proteobacteria	2.6000000000000003e-109		2.6e-80			2e-12			2.1999999999999998e-126	4.3e-56		7.9e-40	1.9e-06		2.2e-167	1.5999999999999998e-140	5.5e-94										0.0			0.0	4.8e-267																									1.3e-146					7.300000000000001e-245												0.0						4.9999999999999996e-260													6.2e-112		1.5e-71	1.1e-106	5.5e-53	2e-99	6.8e-114	1.2999999999999999e-98	1.8999999999999998e-82	3.1e-78	1.1e-115
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfurivibrio_alkaliphilus_AHT2	GCA_000092205.1	Proteobacteria	5.1e-14		1.4e-86			1.6e-08			2.7000000000000003e-125			3.1e-52			2.8000000000000004e-179	4.3e-141	2.7999999999999998e-112		2.2e-28								4e-218	1.1e-51				4.7999999999999997e-54			5e-176						1.5e-194																																								0.0	0.0	0.0						3.1e-180	1.7000000000000002e-167	1.2e-169			3.8e-95		1.9e-81				2.5e-88	1.2e-84	5.6e-115
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfohalobium_retbaense_DSM_5692	GCA_000024325.1	Proteobacteria	2.1e-19		9.4e-71		2.9e-08	6.6e-66			2.7e-123	1.8999999999999998e-54		7.8e-44	6.1e-12		9.7e-173			3.3e-51	1.1000000000000001e-29													0.0									2.9e-206	8.000000000000001e-271														3e-120																	0.0																			2e-112		9.3e-68		2.6999999999999997e-52	1.4e-100	4.2e-111	1.8e-102	2.6e-86	7.600000000000001e-80	7.9e-121
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronospira_thiodismutans_ASO3_1_unfinished_sequence	GCA_000174435.1	Proteobacteria	2.4e-13		7.800000000000001e-73		1.5e-08	1.3e-60			6.0000000000000005e-117			4.8e-43	5.2e-10		7.800000000000001e-173			1.3e-52			9.5e-213						1.6e-243			3.4e-150		0.0									2e-160															1.7e-149																									0.0	0.0	0.0						4.3e-176	5e-168	5.7e-06			1.1e-94	8.199999999999999e-90	7.7e-74				6.7e-87	2.3e-82	3.9e-115
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_baculatum_DSM_4028	GCA_000023225.1	Proteobacteria	5e-15		1.9e-77		3.5e-07	4.1e-65			2.5e-17	2.1e-56		1.5e-44	2e-10		6.6e-160			9.3e-50	3.9e-45											0.0		0.0									7.1e-239	4.8e-283														2e-205																	0.0								0.0	0.0	0.0						5.6e-174	6.2e-176	6.4e-10			1.9e-92	2.5e-92	9.6e-83			3.7e-101	6.5e-85	5.5e-83	3.2999999999999996e-114
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_intracellularis_PHEMN1_00	GCA_000055945.1	Proteobacteria															2.7e-167																																																																																							
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Desulfurella_acetivorans_A63_DSM_5264	GCA_000517565.1	Proteobacteria	4.1e-115		5.0000000000000004e-77		9.8e-06	1.1e-58			2.1e-107	5.1e-25		5.6e-10	5.8e-09		9.999999999999999e-129			9.2e-56												0.0							1.3000000000000001e-110				1e-243										5.5e-18					7.199999999999999e-233																							1.5e-132												2.5e-06			6.800000000000001e-72	5.1e-88	4.3e-58	2.8999999999999997e-84	5.3e-71	1.0000000000000001e-103			
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Hippea_maritima_MH2_DSM_10411	GCA_000194135.1	Proteobacteria	1.5999999999999997e-126		3.4e-80		1.8e-07	6.2999999999999996e-52			6.5e-102			8.1e-34	6.4e-07		2.5e-128			3.2000000000000004e-47										3.1e-32																		2.8e-192										1.8e-232																																						1.1000000000000002e-59	4.2e-90	6.899999999999999e-30	5.4e-93		1.1e-84			
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_acetoxidans_DSM_684	GCA_000167355.1	Proteobacteria	1.4e-16		6.199999999999999e-67		4.6e-10	2.7e-08			2.4000000000000002e-116		2.2e-57	1.1e-57	2.1e-08		2.1e-155	2.1e-240		9.8e-63			1.5e-157									1.3e-233											7.2e-216															2.6e-149																									0.0	0.0	0.0						8.4e-180	8.1e-145	1.0000000000000001e-124		1e-69	8.600000000000001e-88	2.5e-95	5.8999999999999994e-67				4.6000000000000003e-88	4.3e-80	1.1000000000000001e-125
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_ferrihydriticus_DSM_17813	GCA_000820505.1	Proteobacteria	7.2e-130					4.8e-10			4.9e-136		7.5e-63	8.599999999999999e-54	6.2e-12		5.2e-136			1.4e-57	5.2e-24											0.0		0.0																								4.6999999999999995e-94	6.1e-212																								0.0	0.0	0.0						6.1e-182	6.799999999999999e-146	5.2e-24		2.1999999999999997e-74	1.5e-85	3.4e-96	2e-70				5.7e-83		7.3e-116
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_lovleyi_SZ	GCA_000020385.1	Proteobacteria	1.9e-124		2.9999999999999997e-74	1.6e-14		2.2e-65			7.9e-136	1.1999999999999999e-52	1.1999999999999999e-60	9.6e-57			1.1e-135	4.3999999999999995e-62					4.9e-202									2.5e-261					0.0		0.0				4.3e-160										3.2e-120					2.5e-138																							2.9999999999999995e-216		0.0	0.0	0.0						1.2e-247		1.2e-07			5e-92	1.7e-106	1.8e-39						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Pelobacteraceae_Pelobacter_carbinolicus_DSM_2380	GCA_000012885.1	Proteobacteria	1.4e-13		1.8e-83	8.7e-20	1.7e-08	2.2e-11			1.4e-139	3.7e-41	1.3999999999999999e-61	1e-48	1.8e-08		8.799999999999999e-174			4.5e-63									0.0														1.2000000000000002e-163	1.6000000000000002e-70														2.6e-146																	0.0								0.0	0.0	0.0						2.2e-185	3.4e-150	7.9e-122	2.4000000000000002e-116	2.3e-79	9.299999999999999e-82	4.9e-93	3.1000000000000003e-47	1.3e-99	1.5e-111	2.2000000000000001e-100	1.7e-86	4.6e-79	5.7e-59
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter_violaceus_Cb_vi76	GCA_000733295.1	Proteobacteria	2.9e-07		2.3e-74		1e-85		1.2e-75		3.3e-140	1.0999999999999999e-62			9.2e-22		2.9e-149		9.2e-07	9.599999999999999e-28	4.2e-135												1e-92	1.2e-278			0.0																4.4e-149																					1.1e-274				0.0	0.0	5.3e-226	2.1e-91	9.9e-229														2.3999999999999998e-82	1.2e-121	2e-73						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Stigmatella_aurantiaca_DW43_1	GCA_000165485.1	Proteobacteria	1.2e-13		5.700000000000001e-73		5.8e-85		7.800000000000001e-80		5.7000000000000005e-133	3.5e-33		2.7999999999999998e-45	1.7e-17		6.1e-149			2.1e-24	2.2e-130												6.2000000000000005e-99										1.3e-118										4.9e-152			2.5000000000000003e-99																		4.5000000000000004e-272				0.0		0.0	3.2e-248	9.600000000000001e-231														8.7e-80	1.3000000000000002e-109	5.6e-73						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Anaeromyxobacter_dehalogenans_2CP_C	GCA_000013385.1	Proteobacteria	2.7e-105		6.3e-72		1.1e-81		2.3000000000000002e-73		8e-136	7.8e-50		1.1e-46	3.5e-10		2.4000000000000002e-198			7.4e-76	2.2e-152												2.9e-47	1.2e-83			1.4e-286		0.0				5.2e-159										1.9000000000000001e-143				5.4000000000000006e-195																	0.0																						1e-82	1.1e-113	2.6e-71						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Corallococcus_coralloides_DSM_2259	GCA_000255295.1	Proteobacteria	6.5e-19		1.5e-73		6e-83		1.5e-76		6.5e-138	1.5e-32	8.3e-06	3e-43	2.8999999999999996e-23		5.1e-147			3.6999999999999997e-28	4.2e-135												9.4e-48	6.4e-274									2e-122										8.1e-146																					3.2e-269				0.0			1.1e-88	5.3e-228														1.1e-78	1.6e-101	2.7e-69						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus_xanthus_DK_1622	GCA_000012685.1	Proteobacteria	6e-18		6.6e-73		2.9e-87		7.5e-77		1.1e-140	1.2e-35		5.3999999999999996e-48	1.6e-21		4.3000000000000005e-143			1.3e-71	7.4e-14												1.7999999999999998e-94										8e-99										4.7e-41																					8.000000000000001e-223				0.0				2.5e-11														7.5e-81	1e-102	1.5e-76						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Kofleriaceae_Haliangium_ochraceum_DSM_14365	GCA_000024805.1	Proteobacteria	5.999999999999999e-126		1.9e-81		2.9e-80		2.7e-80		6.4999999999999995e-142	1.4e-37		8.8e-47	6e-20		2.4e-183			5.4e-63	2e-16												1.9e-91										4.4999999999999995e-95										6e-35					5.7e-162						0.0										1.9999999999999998e-287	6.399999999999999e-288					8.2e-279	8.6e-230															5.8e-80	9.899999999999999e-91	2.3e-71						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Nannocystaceae_Plesiocystis_pacifica_SIR_1_unfinished_sequence	GCA_000170895.1	Proteobacteria	6.4e-110		7.300000000000001e-77		3.3e-71		5.8e-82		6.8e-41	5.3e-32		6.8e-26	1.8999999999999998e-23		1.3000000000000001e-201			2.3e-54	3.1e-134								9.2e-234			1.6e-120	1.4e-64										1.1e-143										2.6999999999999997e-34		2e-37																			1.6e-265				0.0		2.4000000000000003e-192	1.8999999999999998e-219															7e-96	1.2e-87	1.4000000000000002e-56						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Chondromyces_apiculatus_DSM_436	GCA_000601485.1	Proteobacteria	3.7e-07		8.799999999999999e-74		4.0000000000000004e-21		8.2e-65		1.4e-121	4.1e-22		1.3e-51	1.4e-13		7.9e-141		2.7e-128		5.7e-15									4.3e-102				1.1e-49									2e-120										1.2999999999999999e-141					1.3999999999999998e-172																0.0						5.300000000000001e-224	6.1e-174	1.6999999999999998e-221														2.9e-76	8.799999999999999e-89	6.8e-62						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Sandaracinaceae_Sandaracinus_amylolyticus_DSM_53668	GCA_000737325.2	Proteobacteria	2.7e-109		6.4e-86		1.5999999999999999e-52		3.4000000000000003e-72		7.8e-137	2.3e-40		4.8e-32	5.5e-25		1.5e-113			4.5e-60	2.1e-131																			4.3999999999999995e-287																																		1.8000000000000003e-248				0.0		1.7e-289																1.8e-79	3.1e-87	2e-73						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_acetoxidans_DSM_11109	GCA_000195295.1	Proteobacteria	1.3e-16		1.5e-78			1e-12			7.800000000000001e-132	4.4e-25		4.2e-51			3.6e-156			1.6e-53									0.0			2.1000000000000002e-296				1.3e-94																																															0.0	0.0	0.0						3.1e-179	6.9e-179	9.4e-121			9.6e-88	1e-100	1.9e-32						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_tiedjei_DCB_1_DSM_6799	GCA_000266945.1	Proteobacteria	2.5e-118		2.6e-85		9.2e-13	4.8e-13			4e-148	2.7e-51		2.6e-55	2e-12		3.2999999999999997e-170			6.3e-82	4.2e-27								0.0			0.0		0.0			2.6e-287	8.3e-121	0.0				7.5e-172								0.0		4.1999999999999996e-23					8.500000000000001e-59		0.0				0.0										6.1e-301	0.0		1e-133			0.0	1.0999999999999999e-256		0.0	0.0	0.0						1.7999999999999998e-176	3.4e-177	3.3000000000000003e-167			4.5999999999999997e-60	7.5e-116	4.1e-35				2.0999999999999997e-82	7.800000000000001e-80	2.1e-87
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_aciditrophicus_SB	GCA_000013405.1	Proteobacteria	6.7e-129		1.4e-85		1e-20	1.3e-75			1.1000000000000001e-132			1.7e-51			6.4e-174			9.099999999999999e-23									3.9e-238			2.3e-147		2.8000000000000004e-56									3.3000000000000003e-167															3.3999999999999997e-168		0.0																																		1.5e-116		1.8000000000000002e-85	4.4e-102	2.4e-70		7.1e-140	1.3e-106	5.9e-85		3.2999999999999997e-106
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_fumaroxidans_MPOB	GCA_000014965.1	Proteobacteria	1.3e-131		2.3000000000000002e-80		3.8e-11	1.1999999999999998e-67			3.7000000000000003e-97	2.6e-55		4.999999999999999e-52	9.7e-09		4e-165			5.3e-66	6.4e-28								4.4e-244	1.1e-56		3.1e-173		3.4999999999999996e-61									1.2999999999999999e-82	2.6999999999999996e-256														6.700000000000001e-224																2.4999999999999997e-285	0.0						3.8999999999999997e-233		0.0	0.0	0.0						3.6e-174	4.3e-176	3.5e-119	8.4e-119		2.3e-93	4.7999999999999996e-95	9.8e-88				1.5e-83	5.0999999999999996e-83	7.6e-125
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_nitrofigilis_DSM_7299	GCA_000092245.1	Proteobacteria	1.7e-107		8.3e-75	7.2999999999999995e-25		3.7000000000000003e-97			6.1e-93	1.4e-47		2.8e-41	1.7e-07		3.3e-148			3.1e-53										2.7e-258			1.4000000000000001e-167				0.0	8.5e-242											0.0		0.0		1e-136				3.5e-174																	1.8e-250									0.0	0.0	0.0						1.0999999999999999e-172	2.2e-150	2.7e-181			1.9000000000000001e-66	1.2e-84	2.4e-36						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_jejuni_jejuni_NCTC_11168	GCA_000009085.1	Proteobacteria	1.1000000000000001e-103		1.2e-73	8.9e-22		1.3e-89			3.4e-89			5.6000000000000004e-43	1e-10		2.3999999999999997e-146				6.7e-09												7.300000000000001e-251				0.0												0.0				9.6e-136		5.1e-110																																									9.4e-74	1.2e-87	1.2e-49				6.7000000000000005e-77	1.4e-62	2.4e-100
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_barnesii_SES_3	GCA_000265295.1	Proteobacteria	1e-09		2.1e-74	2.1e-21	1.1e-08	6.8e-97			6.9e-98			2.2e-43	2.4e-06		3.7e-156		7.4e-111	7.2e-55				0.0			0.0			1.4e-53			1.2999999999999999e-174				0.0						7.6e-162										1.7999999999999999e-128					8.8e-143																									0.0	0.0	0.0						1.3999999999999999e-171	5.5e-141	1.1000000000000001e-181		3.1000000000000004e-26	3.8e-77	6.699999999999999e-91	7.7e-61		5.8e-81	8.6e-95			
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_cetorum_MIT_99_5656	GCA_000259275.1	Proteobacteria	1.7e-103		9e-74	2.3e-20		5e-92			3.1e-84			9.2e-32	2.4e-14		1.8e-156	4.4e-108	3.8e-91												3e-48		9.3e-165				0.0												0.0																																															2.5e-65	7.8e-82	1.2e-71						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_denitrificans_DSM_1251	GCA_000012965.1	Proteobacteria	3.6e-104		5.5e-76	1.1e-20		2.5e-100			4.3e-112			5.5e-41	1.3e-10		1.4e-154			3e-49										1.3e-50			4.3e-246				0.0	6.6e-12					2.9e-111														1e-178																																							5.4e-76	1.1999999999999999e-90	4.9e-51						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Thiovulum_sp._ES	GCA_000276965.1	Proteobacteria	9.4e-11		5.1000000000000005e-79	1.9e-20	3.1e-08	1e-94			1.3000000000000002e-109			1.1e-39			4.4000000000000003e-156			1.1e-51						7.6e-194							1e-155										4.1e-106																																																					1.4e-75	8e-82	5.1e-56						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Wolinella_succinogenes_DSM_1740	GCA_000196135.1	Proteobacteria	8.699999999999999e-104		1.4e-75	9.199999999999999e-24		2e-100			2.6e-114			2.9e-38	1.4e-10		1.2e-162		5.6e-106	9.8e-47							0.0						2.5e-174				0.0						1.7e-162						0.0		0.0		1.1000000000000001e-132					2.2e-148																									0.0	0.0	0.0						8.2e-178	4.800000000000001e-124	7.4e-162		4.4e-21	6e-63	1.1e-93	2.5e-41				4.7e-81	8.7e-74	1.8e-104
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Caminibacter_mediatlanticus_TB_2_unfinished_sequence	GCA_000170735.1	Proteobacteria	5.4e-115		2.5999999999999997e-74	8.300000000000001e-22		1.1e-82			1.1999999999999999e-95			6.1e-15	1.8e-09		1.1999999999999999e-126			1.1e-47										1.9e-61			5.2000000000000004e-185				0.0	1.4e-219					5.900000000000001e-226																																																					1.3e-75	1.1e-81	1.1999999999999999e-52	8.500000000000001e-86	1.1000000000000001e-110	9e-102			
