genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Jonquetella_anthropi_E3_33_E1	GCA_000161995.1	Synergistetes	31.57820831	anaerobe	6.80762		
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Pyramidobacter_piscolens_W5455_contig00040	GCA_000177335.1	Synergistetes	37.15984868	anaerobe	6.4198904	Host-associated	1.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Thermanaerovibrio_acidaminovorans_DSM_6589	GCA_000024905.1	Synergistetes	48.73985484	anaerobe	6.9203553		
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Thermovirga_lienii_Cas60314_DSM_17291	GCA_000233775.1	Synergistetes	50.10649511	anaerobe	5.829288	Hydrothermal	2.0
Bacteria_TA06_RIFOXYC12_FULL_TA06_54_24	GCA_001780135.1	TA06	38.49761128	anaerobe	6.1612144	Freshwater	1.0
Bacteria_TM6_RIFCSPHIGHO2_12_FULL_TM6_36_22	GCA_001771315.1	TM6	36.77426022	anaerobe	6.3579855		
Bacteria_TM6_bacterium_JCVI_TM6SC1	GCA_000385635.1	TM6	42.19550784	anaerobe	6.5555835		
Bacteria_Tenericutes_Mollicutes_Acholeplasmatales_Acholeplasmataceae_Acholeplasma_laidlawii_PG_8A	GCA_000018785.1	Tenericutes	33.87203992	anaerobe	6.492023		
Bacteria_Tenericutes_Mollicutes_Acholeplasmatales_Acholeplasmataceae_Candidatus_Phytoplasma_aster_yellows_witches_broom_AY_WB	GCA_000012225.1	Tenericutes	32.73109129	anaerobe	6.1294203		
Bacteria_Tenericutes_Mollicutes_Entomoplasmatales_Entomoplasmataceae_Mesoplasma_florum_W37	GCA_000479355.1	Tenericutes	30.92424182	anaerobe	7.333275		
Bacteria_Tenericutes_Mollicutes_Entomoplasmatales_Spiroplasmataceae_Spiroplasma_culicicola_AES_1	GCA_000565175.1	Tenericutes	34.48029694	anaerobe	5.5936046	Plant	1.0
Bacteria_Tenericutes_Mollicutes_Mollicutes_bacterium_HR1	GCA_000755705.1	Tenericutes	32.45723676	anaerobe	6.5301895	Saline	6.0
Bacteria_Tenericutes_Mollicutes_Mollicutes_bacterium_HR2	GCA_000753575.1	Tenericutes	31.23249786	anaerobe	7.317746	Saline	5.0
Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Candidatus_Hepatoplasma_crinochetorum_Av	GCA_000582535.1	Tenericutes	46.06568665	anaerobe	6.796128		
Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Mycoplasma_agalactiae	GCA_000063605.1	Tenericutes	38.30699052	anaerobe	6.6788235		
Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Ureaplasma_parvum_serovar_3_str._ATCC_27815	GCA_000019345.1	Tenericutes	37.80961039	anaerobe	6.5371246		
Bacteria_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermodesulfatator_indicus_CIR29812_DSM_15286	GCA_000217795.1	Thermodesulfobacteria	66.03496056	anaerobe	6.2701263		
Bacteria_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermodesulfobacterium_commune_DSM_2178	GCA_000734015.1	Thermodesulfobacteria	70.21905134	anaerobe	7.106655	Hydrothermal	4.0
Bacteria_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermodesulfobacterium_sp._OPB45	GCA_000215975.1	Thermodesulfobacteria	72.09143964	anaerobe	7.2360787	Hydrothermal	7.0
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Fervidobacterium_nodosum_Rt17_B1	GCA_000017545.1	Thermotogae	59.82472346	anaerobe	5.579888	Engineered	1.0
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Kosmotoga_olearia_TBF_19.5.1	GCA_000023325.1	Thermotogae	50.54747473	anaerobe	6.529068		
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Marinitoga_piezophila_KA3	GCA_000255135.1	Thermotogae	54.41597923	anaerobe	6.2135715		
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Petrotoga_mobilis_SJ95	GCA_000018605.1	Thermotogae	50.41835685	anaerobe	6.2447844	Engineered	2.0
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermosipho_africanus_TCF52B	GCA_000021285.1	Thermotogae	62.53105815	anaerobe	6.8102403	Hydrothermal	1.0
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_maritima_MSB8	GCA_000008545.1	Thermotogae	62.67937809	anaerobe	6.351736	Hydrothermal	1.0
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_thermarum_LA3_DSM_5069	GCA_000217815.1	Thermotogae	65.50560097	anaerobe	6.0740075		
Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogales_sp._mesG1.Ag.4.2	GCA_000147715.3	Thermotogae	38.30137324	anaerobe	6.081369	Engineered	5.0
Bacteria_Unclassified_bacteria_RIFCSPLOWO2_12_FULL_uncultured_69_37	GCA_001790955.1	Unclassified	37.71247823	anaerobe	6.528754	Hydrothermal	3.0
Bacteria_Verrucomicrobia_CG1_02_FULL_Verrucomicrobia_43_26	GCA_001872735.1	Verrucomicrobia	35.71411863	anaerobe	6.2313085		
Bacteria_Verrucomicrobia_Opitutae_GWF2_Verrucomicrobia_51_19	GCA_001831095.1	Verrucomicrobia	31.68475127	anaerobe	6.762378		
Bacteria_WOR-1_RIFOXYA12_FULL_WOR_1_43_27	GCA_001771415.1	WOR-1	43.83100462	anaerobe	6.177289	Freshwater	1.0
Bacteria_WOR-1_RIFOXYA2_FULL_WOR_1_36_21	GCA_001772385.1	WOR-1	38.38518106	anaerobe	5.5631638	Freshwater	2.0
Bacteria_WOR-1_RIFOXYA2_FULL_WOR_1_51_19	GCA_001771465.1	WOR-1	39.6813505	anaerobe	7.0291996	Freshwater	1.0
Bacteria_WOR-1_RIFOXYB2_FULL_WOR_1_37_13	GCA_001771535.1	WOR-1	38.98127653	anaerobe	5.9866524		
Bacteria_WOR-1_RIFOXYC2_FULL_WOR_1_41_25	GCA_001771665.1	WOR-1	42.37308848	anaerobe	6.269715	Freshwater	1.0
Bacteria_WOR_3_uncultured_SMTZ_42	GCA_001303785.1	WOR	43.45453133	anaerobe	6.546917		
Bacteria_Zixibacteria_RBG_16_Zixibacteria_53_22	GCA_001775395.1	Zixibacteria	37.07987604	anaerobe	6.4868207		
Bacteria_Zixibacteria_uncultured_SMTZ_81	GCA_001304015.1	Zixibacteria	38.13729865	anaerobe	6.735407		
Bacteria_unclassified_Bacteria_Caldithrix_abyssi_LF13_DSM_13497	GCA_000241815.1	unclassified	45.60571033	aerobe	5.720354	Hydrothermal	2.0
Bacteria_unclassified_Bacteria_Haloplasmatales_Haloplasmataceae_Haloplasma_contractile_SSD_17B	GCA_000215935.3	unclassified	34.38734177	anaerobe	6.6395707	Saline	1.0
Bacteria_unclassified_bacteria_RIFCSPHIGHO2_02_FULL_SM2F11_43_13b	GCA_001777655.1	unclassified	37.06748487	anaerobe	6.880307		
Eukaryota_Alveolata_Apicomplexa_Aconoidasida_Haemosporida_Plasmodium_falciparum_3D7	GCA_000002765.3	Alveolata					
Eukaryota_Alveolata_Apicomplexa_Aconoidasida_Piroplasmida_Babesiidae_Babesia_bovis_T2Bo	GCA_000165395.2	Alveolata					
Eukaryota_Alveolata_Apicomplexa_Aconoidasida_Piroplasmida_Theileriidae_Theileria_annulata_Ankara_clone_C9	GCA_000003225.1	Alveolata					
Eukaryota_Alveolata_Apicomplexa_Coccidia_Eucoccidiorida_Eimeriorina_Cryptosporidiidae_Cryptosporidium_parvum_Iowa_type_II	GCA_000165345.1	Alveolata					
Eukaryota_Alveolata_Apicomplexa_Coccidia_Eucoccidiorida_Eimeriorina_Sarcocystidae_Toxoplasma_gondii	GCA_000006565.2	Alveolata					
Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Hymenostomatida_Tetrahymenina_Tetrahymenidae_Tetrahymena_thermophila_SB210_Macronucleus	GCA_000189635.1	Alveolata					
Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peniculida_Parameciidae_Paramecium_tetraurelia_d4_2	GCA_000165425.1	Alveolata					
Eukaryota_Alveolata_Perkinsea_Perkinsida_Perkinsidae_Perkinsus_marinus_ATCC_50983_genomic	GCA_000006405.1	Alveolata					
Eukaryota_Amoebozoa_Archamoebae_Entamoebidae_Entamoeba_histolytica_HM_1IMSS	GCA_000208925.2	Amoebozoa					
Eukaryota_Amoebozoa_Centramoebida_Acanthamoebidae_Acanthamoeba_castellanii	GCA_000313135.1	Amoebozoa					
Eukaryota_Amoebozoa_Mycetozoa_Dictyosteliida_Dictyostelium_discoideum_AX4	GCA_000004695.1	Amoebozoa					
Eukaryota_Apusozoa_Apusomonadidae_Thecamonas_trahens_ATCC_50062	GCA_000142905.1	Apusozoa					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Chlorophyceae_Chlamydomonadales_Chlamydomonadaceae_Chlamydomonas_reinhardtii	GCA_000002595.3	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Chlorophyceae_Chlamydomonadales_Volvocaceae_Volvox_carteri_f._nagariensis_69_1b	GCA_000143455.1	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Micromonas_pusilla	GCA_000151265.1	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Micromonas_pusilla_NOUM17_RCC_299	GCA_000090985.2	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Ostreococcus_lucimarinus_CCE9901	GCA_000092065.1	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Trebouxiophyceae_Prasiolales_Prasiolales_incertae_sedis_Chlorella_sp._NC64A	GCA_000147415.1	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Bryophyta_Bryophytina_Bryopsida_Funariidae_Funariales_Funariaceae_Physcomitrella_patens_subsp._patens_PHYPA	GCA_000002425.2	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_Liliopsida_commelinids_Poales_Poaceae_BEP_clade_Ehrhartoideae_Oryzeae_Oryza_sativa	GCA_001956775.1	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_Liliopsida_commelinids_Poales_Poaceae_PACMAD_clade_Danthonioideae_Danthonieae_Tribolium_castaneum	GCA_000002335.3	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_Liliopsida_commelinids_Poales_Poaceae_PACMAD_clade_Panicoideae_Andropogoneae_Sorghum_bicolor	GCA_000003195.3	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_Liliopsida_commelinids_Poales_Poaceae_PACMAD_clade_Panicoideae_Andropogoneae_Zea_mays_mays_cv._B73	GCA_000005005.6	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_eudicotyledons_core_eudicotyledons_rosids_fabids_Fabales_Fabaceae_Papilionoideae_Phaseoleae_Glycine_max_cultivar_Williams_82	GCA_000004515.5	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_eudicotyledons_core_eudicotyledons_rosids_fabids_Malpighiales_Salicaceae_Saliceae_Populus_trichocarpa	GCA_000002775.4	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_eudicotyledons_core_eudicotyledons_rosids_malvids_Brassicales_Brassicaceae_Camelineae_Arabidopsis_thaliana	GCA_000001735.2	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Euphyllophyta_Spermatophyta_Magnoliophyta_eudicotyledons_core_eudicotyledons_rosids_rosids_incertae_sedis_Vitales_Vitaceae_Vitis_vinifera	GCA_000003745.2	Archaeplastida					
Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Tracheophyta_Lycopodiophyta_Isoetopsida_Selaginellales_Selaginellaceae_Selaginella_moellendorfii	GCA_000143415.2	Archaeplastida					
Eukaryota_Cryptophyta_Pyrenomonadales_Geminigeraceae_Guillardia_theta_nucleomorph	GCA_000315625.1	Cryptophyta					
Eukaryota_Euglenozoa_Kinetoplastida_Trypanosomatidae_Leishmania_Leishmania_Leishmania_infantum_JPCM5_MCANES98LLM_877	GCA_000002875.2	Euglenozoa					
Eukaryota_Euglenozoa_Kinetoplastida_Trypanosomatidae_Trypanosoma_brucei_TREU927	GCA_000002445.1	Euglenozoa					
Eukaryota_Fornicata_Diplomonadida_Hexamitidae_Giardiinae_Giardia_lamblia_ATCC_50803_strain_WB_C6	GCA_000002435.2	Fornicata					
Eukaryota_Haptophyceae_Isochrysidales_Noelaerhabdaceae_Emiliania_huxleyi_CCMP_1516	GCA_000372725.1	Haptophyceae					
Eukaryota_Heterolobosea_Schizopyrenida_Vahlkampfiidae_Naegleria_gruberi_strain_NEG_M_genomic_NAEGR	GCA_000004985.1	Heterolobosea					
Eukaryota_Opisthokonta_Choanoflagellida_Codonosigidae_Monosiga_brevicollis_MX1_MONBR	GCA_000002865.1	Opisthokonta					
Eukaryota_Opisthokonta_Choanoflagellida_Salpingoecidae_Salpingoeca_rosetta	GCA_000188695.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Blastocladiomycota_Blastocladiomycetes_Blastocladiales_Blastocladiaceae_Allomyces_macrogynus_ATCC_38327	GCA_000151295.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Chytridiomycota_Chytridiomycetes_Rhizophydiales_Rhizophydiales_incertae_sedis_Batrachochytrium_dendrobatidis_JEL423	GCA_000149865.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Chytridiomycota_Chytridiomycetes_Spizellomycetales_Spizellomycetaceae_Spizellomyces_punctatus_DAOM_BR117	GCA_000182565.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_Taphrinomycotina_Schizosaccharomycetes_Schizosaccharomycetales_Schizosaccharomycetaceae_Schizosaccharomyces_pombe_972h_	GCA_000002945.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_Taphrinomycotina_Taphrinomycotina_incertae_sedis_Saitoella_complicata_NRRL_Y_17804	GCA_000227095.3	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Trichocomaceae_Neosartorya_fischeri_NRRL_181	GCA_000149645.4	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Trichocomaceae_mitosporic_Trichocomaceae_Aspergillus_fumigatus_Af293	GCA_000002655.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Trichocomaceae_mitosporic_Trichocomaceae_Penicillium_marneffei_ATCC_18224	GCA_000001985.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_Ajellomycetaceae_Ajellomyces_capsulatus_NAm1	GCA_000149585.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_Arthrodermataceae_Arthroderma_gypseum_CBS_118893	GCA_000150975.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_Arthrodermataceae_Arthroderma_otae_CBS_113480	GCA_000151145.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_Onygenaceae_Uncinocarpus_reesii_1704	GCA_000003515.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_mitosporic_Onygenales_Paracoccidioides_brasiliensis_Pb01	GCA_000150705.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_dothideomyceta_Dothideomycetes_Dothideomycetidae_Capnodiales_Mycosphaerellaceae_mitosporic_Mycosphaerellaceae_Cryptococcus_neoformans_var._neoformans_B_3501A	GCA_000149385.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_dothideomyceta_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Cochliobolus_heterostrophus_C4_ATCC_48331	GCA_000354255.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_dothideomyceta_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Pyrenophora_tritici_repentis_Pt_1C_BFP	GCA_000149985.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Leotiomycetes_Helotiales_Sclerotiniaceae_Sclerotinia_sclerotiorum_1980	GCA_000146945.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Hypocreomycetidae_Glomerellales_Plectosphaerellaceae_mitosporic_Plectosphaerellaceae_Verticillium_albo_atrum_VaMs.102	GCA_000150825.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Hypocreomycetidae_Hypocreales_Nectriaceae_Gibberella_zeae_PH_1	GCA_000240135.3	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Sordariomycetidae_Sordariales_Chaetomiaceae_Chaetomium_globosum_CBS_148.51	GCA_000143365.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Sordariomycetidae_Sordariales_Chaetomiaceae_Thielavia_terrestris_NRRL_8126	GCA_000226115.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Sordariomycetidae_Sordariales_Chaetomiaceae_mitosporic_Chaetomiaceae_Myceliophthora_thermophila_ATCC_42464	GCA_000226095.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Sordariomycetes_Sordariomycetidae_Sordariales_Sordariaceae_Neurospora_crassa_OR74A	GCA_000182925.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Debaryomycetaceae_Debaryomyces_hansenii_CBS767	GCA_000006445.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Debaryomycetaceae_Lodderomyces_elongisporus_NRRL_YB_4239	GCA_000149685.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Dipodascaceae_Yarrowia_lipolytica_CLIB122	GCA_000002525.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Metschnikowiaceae_Clavispora_lusitaniae_ATCC_42720	GCA_000003835.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Pichiaceae_Pichia_guilliermondii_ATCC_6260	GCA_000149425.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Pichiaceae_Pichia_stipitis_CBS_6054	GCA_000209165.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Eremothecium_cymbalariae_DBVPG7215	GCA_000235365.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Kluyveromyces_lactis_NRRL_Y_1140	GCA_000002515.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Kluyveromyces_thermotolerans_strain_CBS_6340	GCA_000142805.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Naumovozyma_castellii_AS_2.2404_CBS_4309	GCA_000237345.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Tetrapisispora_phaffii_van_der_Walt_Y_89_CBS_4417	GCA_000236905.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Torulaspora_delbrueckii_Wallerstein_129_CBS_1146	GCA_000243375.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Vanderwaltozyma_polyspora_DSM_70294_Kpol	GCA_000150035.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Zygosaccharomyces_rouxii_CBS_732	GCA_000026365.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycodaceae_Nadsonia_fulvescens_elongata_AJ_4281_DSM_6958	GCA_001661315.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_mitosporic_Saccharomycetales_Candida_dubliniensis_CD36	GCA_000026945.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_mitosporic_Saccharomycetales_Candida_glabrata_strain_CBS138	GCA_000002545.2	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Basidiomycota_Agaricomycotina_Agaricomycetes_Agaricomycetes_incertae_sedis_Cantharellales_Botryobasidiaceae_Botryobasidium_botryosum	GCA_000697705.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Basidiomycota_Agaricomycotina_Agaricomycetes_Agaricomycetes_incertae_sedis_Polyporales_Coriolaceae_Postia_placenta_Mad_698_R_POSPL	GCA_000006255.1	Opisthokonta					
Eukaryota_Opisthokonta_Fungi_Dikarya_Basidiomycota_Agaricomycotina_Agaricomycetes_Agaricomycetidae_Agaricales_Marasmiaceae_mitosporic_Marasmiaceae_Moniliophthora_perniciosa_FA553	GCA_000183025.1	Opisthokonta					
